"","Species","date","wp","time","lfm","study","tissue_age","Sp.Site"
"236","ARBMEN",2022-06-16,-1.8,"md",2.050669216,"Pepperwood",NA,"ARBMEN_Pepperwood"
"237","PSEMEN",2022-06-16,-0.6,"pd",1.123275069,"Pepperwood",NA,"PSEMEN_Pepperwood"
"238","PSEMEN",2022-06-16,-2.05,"md",1.123275069,"Pepperwood",NA,"PSEMEN_Pepperwood"
"239","PSEMEN",2022-06-16,-0.39,"pd",1.170391061,"Pepperwood",NA,"PSEMEN_Pepperwood"
"240","PSEMEN",2022-06-16,-1.83,"md",1.170391061,"Pepperwood",NA,"PSEMEN_Pepperwood"
"241","QUEGAR",2022-06-16,-0.3,"pd",1.067497404,"Pepperwood",NA,"QUEGAR_Pepperwood"
"242","QUEGAR",2022-06-16,-2.63,"md",1.067497404,"Pepperwood",NA,"QUEGAR_Pepperwood"
"243","QUEGAR",2022-06-16,-0.28,"pd",1.121590909,"Pepperwood",NA,"QUEGAR_Pepperwood"
"244","QUEGAR",2022-06-16,-2.9,"md",1.121590909,"Pepperwood",NA,"QUEGAR_Pepperwood"
"245","PSEMEN",2022-06-16,-0.36,"pd",1.245517241,"Pepperwood",NA,"PSEMEN_Pepperwood"
"246","PSEMEN",2022-06-16,-1.93,"md",1.245517241,"Pepperwood",NA,"PSEMEN_Pepperwood"
"247","PSEMEN",2022-06-16,-0.33,"pd",1.154711674,"Pepperwood",NA,"PSEMEN_Pepperwood"
"248","PSEMEN",2022-06-16,-1.83,"md",1.154711674,"Pepperwood",NA,"PSEMEN_Pepperwood"
"249","UMBCAL",2022-06-16,-0.27,"pd",1.269083969,"Pepperwood",NA,"UMBCAL_Pepperwood"
"250","UMBCAL",2022-06-16,-1,"md",1.269083969,"Pepperwood",NA,"UMBCAL_Pepperwood"
"251","ARBMEN",2022-06-16,-0.2,"pd",1.489925769,"Pepperwood",NA,"ARBMEN_Pepperwood"
"252","ARBMEN",2022-06-16,-1.12,"md",1.489925769,"Pepperwood",NA,"ARBMEN_Pepperwood"
"253","ARBMEN",2022-06-16,-0.58,"pd",1.551724138,"Pepperwood",NA,"ARBMEN_Pepperwood"
"254","ARBMEN",2022-06-16,-1.75,"md",1.551724138,"Pepperwood",NA,"ARBMEN_Pepperwood"
"255","QUEDUR",2022-06-17,-0.27,"pd",1.379844961,"Pepperwood",NA,"QUEDUR_Pepperwood"
"256","QUEDUR",2022-06-17,-0.77,"md",1.379844961,"Pepperwood",NA,"QUEDUR_Pepperwood"
"257","QUEDUR",2022-06-17,-0.41,"pd",1.13028169,"Pepperwood",NA,"QUEDUR_Pepperwood"
"258","QUEDUR",2022-06-17,-0.42,"md",1.13028169,"Pepperwood",NA,"QUEDUR_Pepperwood"
"259","HETARB",2022-06-17,-0.22,"pd",1.231923602,"Pepperwood",NA,"HETARB_Pepperwood"
"260","HETARB",2022-06-17,-1.11,"md",1.231923602,"Pepperwood",NA,"HETARB_Pepperwood"
"261","QUEDUR",2022-06-17,-0.32,"pd",1.058282209,"Pepperwood",NA,"QUEDUR_Pepperwood"
"262","QUEDUR",2022-06-17,-0.45,"md",1.058282209,"Pepperwood",NA,"QUEDUR_Pepperwood"
"263","QUEDUR",2022-06-17,-0.37,"pd",0.993569132,"Pepperwood",NA,"QUEDUR_Pepperwood"
"264","QUEDUR",2022-06-17,-0.73,"md",0.993569132,"Pepperwood",NA,"QUEDUR_Pepperwood"
"265","HETARB",2022-06-17,-0.62,"pd",1.624203822,"Pepperwood",NA,"HETARB_Pepperwood"
"266","HETARB",2022-06-17,-1.25,"md",1.624203822,"Pepperwood",NA,"HETARB_Pepperwood"
"267","ADEFAS",2022-06-17,-0.57,"pd",0.922178988,"Pepperwood",NA,"ADEFAS_Pepperwood"
"268","ADEFAS",2022-06-17,-0.79,"md",0.922178988,"Pepperwood",NA,"ADEFAS_Pepperwood"
"269","QUEDUR",2022-06-17,-0.28,"pd",1.11722488,"Pepperwood",NA,"QUEDUR_Pepperwood"
"270","QUEDUR",2022-06-17,-0.63,"md",1.11722488,"Pepperwood",NA,"QUEDUR_Pepperwood"
"271","ADEFAS",2022-06-17,-0.7,"pd",1.025316456,"Pepperwood",NA,"ADEFAS_Pepperwood"
"272","ADEFAS",2022-06-17,-1.03,"md",1.025316456,"Pepperwood",NA,"ADEFAS_Pepperwood"
"273","ABICON",2021-04-24,-0.775,"pd",1.367987918,"SEKI","new","ABICON_SEKI"
"274","ABICON",2021-04-24,-0.765,"md",1.367987918,"SEKI","new","ABICON_SEKI"
"275","ABICON",2021-04-24,-0.74,"pd",1.404427031,"SEKI","new","ABICON_SEKI"
"276","ABICON",2021-04-24,-0.97,"md",1.404427031,"SEKI","new","ABICON_SEKI"
"277","ABICON",2021-04-24,-0.635,"pd",1.246264749,"SEKI","new","ABICON_SEKI"
"278","ABICON",2021-04-24,-1.125,"md",1.246264749,"SEKI","new","ABICON_SEKI"
"279","ABICON",2021-04-24,-0.665,"pd",1.242028867,"SEKI","new","ABICON_SEKI"
"280","ABICON",2021-04-24,-0.935,"md",1.242028867,"SEKI","new","ABICON_SEKI"
"281","ABICON",2021-04-24,-0.625,"pd",1.310974719,"SEKI","new","ABICON_SEKI"
"282","ABICON",2021-04-24,-1.115,"md",1.310974719,"SEKI","new","ABICON_SEKI"
"283","ABICON",2021-04-24,-0.715,"pd",1.277849324,"SEKI","new","ABICON_SEKI"
"284","ABICON",2021-04-24,-0.89,"md",1.277849324,"SEKI","new","ABICON_SEKI"
"285","ABICON",2021-04-24,-0.93,"pd",1.366259488,"SEKI","new","ABICON_SEKI"
"286","ABICON",2021-04-24,-1.545,"md",1.366259488,"SEKI","new","ABICON_SEKI"
"287","ABICON",2021-04-24,-0.7,"pd",1.337575195,"SEKI","new","ABICON_SEKI"
"288","ABICON",2021-04-24,-0.815,"md",1.337575195,"SEKI","new","ABICON_SEKI"
"289","ABICON",2021-04-24,-0.77,"pd",1.316718142,"SEKI","new","ABICON_SEKI"
"290","ABICON",2021-04-24,-1.57,"md",1.316718142,"SEKI","new","ABICON_SEKI"
"291","ABICON",2021-04-24,-0.815,"pd",1.18928846,"SEKI","new","ABICON_SEKI"
"292","ABICON",2021-04-24,-1.56,"md",1.18928846,"SEKI","new","ABICON_SEKI"
"293","ABICON",2021-04-24,-1.095,"pd",1.262829053,"SEKI","new","ABICON_SEKI"
"294","ABICON",2021-04-24,-1.48,"md",1.262829053,"SEKI","new","ABICON_SEKI"
"295","ABICON",2020-08-04,-0.58,"pd",1.899899179,"SEKI","new","ABICON_SEKI"
"296","ABICON",2020-08-04,-1.7,"md",1.899899179,"SEKI","new","ABICON_SEKI"
"297","ABICON",2020-08-26,-1.1435,"pd",1.680235936,"SEKI","new","ABICON_SEKI"
"298","ABICON",2020-08-26,-1.9385,"md",1.680235936,"SEKI","new","ABICON_SEKI"
"299","ABICON",2021-06-16,-0.86,"pd",1.919749403,"SEKI","new","ABICON_SEKI"
"300","ABICON",2021-06-16,-2.17,"md",1.919749403,"SEKI","new","ABICON_SEKI"
"301","ABICON",2021-07-30,-0.9,"pd",1.908559853,"SEKI","new","ABICON_SEKI"
"302","ABICON",2021-07-30,-2.05,"md",1.908559853,"SEKI","new","ABICON_SEKI"
"303","ABICON",2021-09-16,-1.55,"pd",1.360741386,"SEKI","new","ABICON_SEKI"
"304","ABICON",2021-09-16,-1.86,"md",1.360741386,"SEKI","new","ABICON_SEKI"
"305","ABICON",2021-07-08,-1.033333333,"pd",2.665707434,"SEKI","new","ABICON_SEKI"
"306","ABICON",2021-07-08,-2.136666667,"md",2.665707434,"SEKI","new","ABICON_SEKI"
"307","ABICON",2021-08-19,-1.6,"pd",1.618935469,"SEKI","new","ABICON_SEKI"
"308","ABICON",2021-08-19,-2.045,"md",1.618935469,"SEKI","new","ABICON_SEKI"
"309","ABICON",2021-09-16,-1.645,"pd",1.940756397,"SEKI","new","ABICON_SEKI"
"310","ABICON",2021-09-16,-1.96,"md",1.940756397,"SEKI","new","ABICON_SEKI"
"311","ABICON",2021-10-16,-1.415,"pd",2.21149576,"SEKI","new","ABICON_SEKI"
"312","ABICON",2021-10-16,-1.97,"md",2.21149576,"SEKI","new","ABICON_SEKI"
"313","ABICON",2021-05-15,-0.43,"pd",1.219488833,"SEKI","new","ABICON_SEKI"
"314","ABICON",2021-05-15,-0.795,"md",1.219488833,"SEKI","new","ABICON_SEKI"
"315","ABICON",2021-07-30,-0.93,"pd",1.838530411,"SEKI","new","ABICON_SEKI"
"316","ABICON",2021-07-30,-2.046666667,"md",1.838530411,"SEKI","new","ABICON_SEKI"
"317","ABICON",2021-08-19,-1.235,"pd",1.523414655,"SEKI","new","ABICON_SEKI"
"318","ABICON",2021-08-19,-2.005,"md",1.523414655,"SEKI","new","ABICON_SEKI"
"319","ABICON",2021-09-16,-1.505,"pd",1.450229112,"SEKI","new","ABICON_SEKI"
"320","ABICON",2021-09-16,-2.235,"md",1.450229112,"SEKI","new","ABICON_SEKI"
"321","ABICON",2021-10-16,-1.365,"pd",1.285439901,"SEKI","new","ABICON_SEKI"
"322","ABICON",2021-10-16,-1.9,"md",1.285439901,"SEKI","new","ABICON_SEKI"
"323","ABICON",2021-07-08,-1.275,"pd",2.678534393,"SEKI","new","ABICON_SEKI"
"324","ABICON",2021-07-08,-2.27,"md",2.678534393,"SEKI","new","ABICON_SEKI"
"325","ABICON",2021-10-16,-1.07,"pd",1.307082925,"SEKI","new","ABICON_SEKI"
"326","ABICON",2021-10-16,-1.9,"md",1.307082925,"SEKI","new","ABICON_SEKI"
"327","ABICON",2021-07-30,-1.353333333,"pd",1.16507718,"SEKI","new","ABICON_SEKI"
"328","ABICON",2021-07-30,-2.275,"md",1.16507718,"SEKI","new","ABICON_SEKI"
"329","ABICON",2021-08-19,-1.645,"pd",1.335897057,"SEKI","new","ABICON_SEKI"
"330","ABICON",2021-08-19,-2.21,"md",1.335897057,"SEKI","new","ABICON_SEKI"
"331","ABICON",2021-05-15,-0.75,"pd",1.170487395,"SEKI","new","ABICON_SEKI"
"332","ABICON",2021-05-15,-1.515,"md",1.170487395,"SEKI","new","ABICON_SEKI"
"333","ABICON",2021-07-08,-1.213333333,"pd",2.495819519,"SEKI","new","ABICON_SEKI"
"334","ABICON",2021-07-08,-2.193333333,"md",2.495819519,"SEKI","new","ABICON_SEKI"
"335","ABICON",2021-07-30,-1.69,"pd",1.477605512,"SEKI","new","ABICON_SEKI"
"336","ABICON",2021-07-30,-2.16,"md",1.477605512,"SEKI","new","ABICON_SEKI"
"337","ABICON",2021-08-19,-1.815,"pd",1.406290549,"SEKI","new","ABICON_SEKI"
"338","ABICON",2021-08-19,-2.115,"md",1.406290549,"SEKI","new","ABICON_SEKI"
"339","ABICON",2021-09-16,-2.03,"pd",1.58148316,"SEKI","new","ABICON_SEKI"
"340","ABICON",2021-09-16,-2.195,"md",1.58148316,"SEKI","new","ABICON_SEKI"
"341","ABICON",2021-10-16,-1.195,"pd",1.389745866,"SEKI","new","ABICON_SEKI"
"342","ABICON",2021-10-16,-1.825,"md",1.389745866,"SEKI","new","ABICON_SEKI"
"343","ABICON",2020-08-04,-0.705,"pd",1.910454938,"SEKI","new","ABICON_SEKI"
"344","ABICON",2020-08-04,-1.92,"md",1.910454938,"SEKI","new","ABICON_SEKI"
"345","ABICON",2020-08-26,-0.805,"pd",1.724758793,"SEKI","new","ABICON_SEKI"
"346","ABICON",2020-08-26,-2.3915,"md",1.724758793,"SEKI","new","ABICON_SEKI"
"347","ABICON",2020-10-19,-1.996,"pd",1.619039524,"SEKI","new","ABICON_SEKI"
"348","ABICON",2020-10-19,-2.0865,"md",1.619039524,"SEKI","new","ABICON_SEKI"
"349","ABICON",2020-08-04,-0.775,"pd",1.77085171,"SEKI","new","ABICON_SEKI"
"350","ABICON",2020-08-04,-1.805,"md",1.77085171,"SEKI","new","ABICON_SEKI"
"351","ABICON",2020-08-26,-0.9545,"pd",1.830025152,"SEKI","new","ABICON_SEKI"
"352","ABICON",2020-08-26,-1.9645,"md",1.830025152,"SEKI","new","ABICON_SEKI"
"353","ABICON",2020-10-19,-1.542,"pd",1.66799407,"SEKI","new","ABICON_SEKI"
"354","ABICON",2020-10-19,-2.0355,"md",1.66799407,"SEKI","new","ABICON_SEKI"
"355","ABICON",2020-08-04,-1.125,"pd",1.73710297,"SEKI","new","ABICON_SEKI"
"356","ABICON",2020-08-04,-1.8,"md",1.73710297,"SEKI","new","ABICON_SEKI"
"357","ABICON",2020-08-26,-1.4435,"pd",1.72039528,"SEKI","new","ABICON_SEKI"
"358","ABICON",2020-08-26,-2.3265,"md",1.72039528,"SEKI","new","ABICON_SEKI"
"359","ABICON",2020-10-19,-2.2755,"pd",1.600374515,"SEKI","new","ABICON_SEKI"
"360","ABICON",2020-10-19,-2.265,"md",1.600374515,"SEKI","new","ABICON_SEKI"
"361","ABICON",2020-08-04,-0.735,"pd",1.787627112,"SEKI","new","ABICON_SEKI"
"362","ABICON",2020-08-04,-1.925,"md",1.787627112,"SEKI","new","ABICON_SEKI"
"363","ABICON",2020-08-26,-0.9555,"pd",1.71456421,"SEKI","new","ABICON_SEKI"
"364","ABICON",2020-08-26,-2.2285,"md",1.71456421,"SEKI","new","ABICON_SEKI"
"365","ABICON",2020-10-19,-2.218,"pd",1.607845977,"SEKI","new","ABICON_SEKI"
"366","ABICON",2020-10-19,-2.202,"md",1.607845977,"SEKI","new","ABICON_SEKI"
"367","ABICON",2020-08-04,-0.745,"pd",1.746981691,"SEKI","new","ABICON_SEKI"
"368","ABICON",2020-08-04,-1.445,"md",1.746981691,"SEKI","new","ABICON_SEKI"
"369","ABICON",2020-08-26,-1.385,"pd",1.658264518,"SEKI","new","ABICON_SEKI"
"370","ABICON",2020-08-26,-2.019,"md",1.658264518,"SEKI","new","ABICON_SEKI"
"371","ABICON",2020-10-19,-2.1405,"pd",1.614821905,"SEKI","new","ABICON_SEKI"
"372","ABICON",2020-10-19,-2.2345,"md",1.614821905,"SEKI","new","ABICON_SEKI"
"373","ABICON",2020-08-04,-0.565,"pd",2.396032968,"SEKI","new","ABICON_SEKI"
"374","ABICON",2020-08-04,-1.865,"md",2.396032968,"SEKI","new","ABICON_SEKI"
"375","ABICON",2020-08-26,-0.822,"pd",1.95389157,"SEKI","new","ABICON_SEKI"
"376","ABICON",2020-08-26,-2.195,"md",1.95389157,"SEKI","new","ABICON_SEKI"
"377","ABICON",2020-10-19,-1.589,"pd",1.598613426,"SEKI","new","ABICON_SEKI"
"378","ABICON",2020-10-19,-1.998,"md",1.598613426,"SEKI","new","ABICON_SEKI"
"379","ABICON",2020-08-04,-0.62,"pd",2.06695348,"SEKI","new","ABICON_SEKI"
"380","ABICON",2020-08-04,-1.845,"md",2.06695348,"SEKI","new","ABICON_SEKI"
"381","ABICON",2020-08-26,-0.503,"pd",1.312832034,"SEKI","new","ABICON_SEKI"
"382","ABICON",2020-08-26,-1.7505,"md",1.312832034,"SEKI","new","ABICON_SEKI"
"383","ABICON",2020-10-19,-1.9015,"pd",1.599327393,"SEKI","new","ABICON_SEKI"
"384","ABICON",2020-10-19,-2.394,"md",1.599327393,"SEKI","new","ABICON_SEKI"
"385","ABICON",2021-07-31,-1.065,"pd",2.031806205,"SEKI","new","ABICON_SEKI"
"386","ABICON",2021-07-31,-1.825,"md",2.031806205,"SEKI","new","ABICON_SEKI"
"387","ABICON",2021-08-20,-1.445,"pd",1.591595407,"SEKI","new","ABICON_SEKI"
"388","ABICON",2021-08-20,-2.04,"md",1.591595407,"SEKI","new","ABICON_SEKI"
"389","ABICON",2021-09-17,-1.655,"pd",1.404497696,"SEKI","new","ABICON_SEKI"
"390","ABICON",2021-09-17,-1.885,"md",1.404497696,"SEKI","new","ABICON_SEKI"
"391","ABICON",2021-10-17,-1.36,"pd",1.403265107,"SEKI","new","ABICON_SEKI"
"392","ABICON",2021-10-17,-1.87,"md",1.403265107,"SEKI","new","ABICON_SEKI"
"393","ABICON",2021-07-31,-0.855,"pd",2.02282029,"SEKI","new","ABICON_SEKI"
"394","ABICON",2021-07-31,-1.793333333,"md",2.02282029,"SEKI","new","ABICON_SEKI"
"395","ABICON",2021-08-20,-1.04,"pd",1.583967756,"SEKI","new","ABICON_SEKI"
"396","ABICON",2021-08-20,-2.016666667,"md",1.583967756,"SEKI","new","ABICON_SEKI"
"397","ABICON",2021-09-17,-1.34,"pd",1.335532933,"SEKI","new","ABICON_SEKI"
"398","ABICON",2021-09-17,-1.865,"md",1.335532933,"SEKI","new","ABICON_SEKI"
"399","ABICON",2021-10-17,-1.15,"pd",1.428093831,"SEKI","new","ABICON_SEKI"
"400","ABICON",2021-10-17,-1.955,"md",1.428093831,"SEKI","new","ABICON_SEKI"
"401","ABICON",2021-07-31,-0.71,"pd",1.934981399,"SEKI","new","ABICON_SEKI"
"402","ABICON",2021-07-31,-1.8,"md",1.934981399,"SEKI","new","ABICON_SEKI"
"403","ABICON",2021-08-20,-1.08,"pd",1.835597331,"SEKI","new","ABICON_SEKI"
"404","ABICON",2021-08-20,-1.89,"md",1.835597331,"SEKI","new","ABICON_SEKI"
"405","ABICON",2021-09-17,-1.433333333,"pd",1.861346046,"SEKI","new","ABICON_SEKI"
"406","ABICON",2021-09-17,-1.865,"md",1.861346046,"SEKI","new","ABICON_SEKI"
"407","ABICON",2021-10-17,-1.275,"pd",1.658039517,"SEKI","new","ABICON_SEKI"
"408","ABICON",2021-10-17,-1.93,"md",1.658039517,"SEKI","new","ABICON_SEKI"
"409","ABICON",2021-07-09,-0.675,"pd",2.393787596,"SEKI","new","ABICON_SEKI"
"410","ABICON",2021-07-09,-1.97,"md",2.393787596,"SEKI","new","ABICON_SEKI"
"411","ABICON",2021-07-31,-1.125,"pd",1.601263334,"SEKI","new","ABICON_SEKI"
"412","ABICON",2021-07-31,-1.825,"md",1.601263334,"SEKI","new","ABICON_SEKI"
"413","ABICON",2021-07-09,-1.36,"pd",2.425369686,"SEKI","new","ABICON_SEKI"
"414","ABICON",2021-07-09,-1.92,"md",2.425369686,"SEKI","new","ABICON_SEKI"
"415","ABICON",2021-07-31,-1.64,"pd",1.331894835,"SEKI","new","ABICON_SEKI"
"416","ABICON",2021-07-31,-1.98,"md",1.331894835,"SEKI","new","ABICON_SEKI"
"417","ABICON",2021-08-20,-1.76,"pd",1.313307393,"SEKI","new","ABICON_SEKI"
"418","ABICON",2021-08-20,-2.115,"md",1.313307393,"SEKI","new","ABICON_SEKI"
"419","ABICON",2021-09-17,-1.96,"pd",1.198367575,"SEKI","new","ABICON_SEKI"
"420","ABICON",2021-09-17,-1.97,"md",1.198367575,"SEKI","new","ABICON_SEKI"
"421","ABICON",2020-08-04,-0.615,"pd",1.959206412,"SEKI","new","ABICON_SEKI"
"422","ABICON",2020-08-04,-1.805,"md",1.959206412,"SEKI","new","ABICON_SEKI"
"423","ABICON",2020-08-26,-0.653,"pd",1.991485746,"SEKI","new","ABICON_SEKI"
"424","ABICON",2020-08-26,-1.877,"md",1.991485746,"SEKI","new","ABICON_SEKI"
"425","ABICON",2020-10-19,-1.998,"pd",1.282792728,"SEKI","new","ABICON_SEKI"
"426","ABICON",2020-10-19,-2.2435,"md",1.282792728,"SEKI","new","ABICON_SEKI"
"427","ABICON",2020-10-19,-1.998,"pd",1.444046781,"SEKI","new","ABICON_SEKI"
"428","ABICON",2020-10-19,-2.2435,"md",1.444046781,"SEKI","new","ABICON_SEKI"
"429","ABICON",2020-10-19,-1.998,"pd",1.663814574,"SEKI","new","ABICON_SEKI"
"430","ABICON",2020-10-19,-2.2435,"md",1.663814574,"SEKI","new","ABICON_SEKI"
"431","ABICON",2020-08-04,-0.805,"pd",0.8842143311,"SEKI","new","ABICON_SEKI"
"432","ABICON",2020-08-04,-1.725,"md",0.8842143311,"SEKI","new","ABICON_SEKI"
"433","ABICON",2020-08-26,-1.29,"pd",0.8471023191,"SEKI","new","ABICON_SEKI"
"434","ABICON",2020-08-26,-1.796,"md",0.8471023191,"SEKI","new","ABICON_SEKI"
"435","ABICON",2020-08-04,-0.865,"pd",1.296646052,"SEKI","new","ABICON_SEKI"
"436","ABICON",2020-08-04,-1.87,"md",1.296646052,"SEKI","new","ABICON_SEKI"
"437","ABICON",2020-08-26,-1.265,"pd",1.542216714,"SEKI","new","ABICON_SEKI"
"438","ABICON",2020-08-26,-1.727,"md",1.542216714,"SEKI","new","ABICON_SEKI"
"439","ABICON",2021-04-24,-0.775,"pd",1.177724041,"SEKI","old","ABICON_SEKI"
"440","ABICON",2021-04-24,-0.765,"md",1.177724041,"SEKI","old","ABICON_SEKI"
"441","ABICON",2021-04-24,-0.74,"pd",1.278647084,"SEKI","old","ABICON_SEKI"
"442","ABICON",2021-04-24,-0.97,"md",1.278647084,"SEKI","old","ABICON_SEKI"
"443","ABICON",2021-04-24,-0.635,"pd",1.159194827,"SEKI","old","ABICON_SEKI"
"444","ABICON",2021-04-24,-1.125,"md",1.159194827,"SEKI","old","ABICON_SEKI"
"445","ABICON",2021-04-24,-0.665,"pd",1.171928733,"SEKI","old","ABICON_SEKI"
"446","ABICON",2021-04-24,-0.935,"md",1.171928733,"SEKI","old","ABICON_SEKI"
"447","ABICON",2021-04-24,-0.625,"pd",1.269409766,"SEKI","old","ABICON_SEKI"
"448","ABICON",2021-04-24,-1.115,"md",1.269409766,"SEKI","old","ABICON_SEKI"
"449","ABICON",2021-04-24,-0.715,"pd",1.267246254,"SEKI","old","ABICON_SEKI"
"450","ABICON",2021-04-24,-0.89,"md",1.267246254,"SEKI","old","ABICON_SEKI"
"451","ABICON",2021-04-24,-0.93,"pd",1.239121829,"SEKI","old","ABICON_SEKI"
"452","ABICON",2021-04-24,-1.545,"md",1.239121829,"SEKI","old","ABICON_SEKI"
"453","ABICON",2021-04-24,-0.7,"pd",1.259093413,"SEKI","old","ABICON_SEKI"
"454","ABICON",2021-04-24,-0.815,"md",1.259093413,"SEKI","old","ABICON_SEKI"
"455","ABICON",2021-04-24,-0.77,"pd",1.171128028,"SEKI","old","ABICON_SEKI"
"456","ABICON",2021-04-24,-1.57,"md",1.171128028,"SEKI","old","ABICON_SEKI"
"457","ABICON",2021-04-24,-0.815,"pd",1.126673354,"SEKI","old","ABICON_SEKI"
"458","ABICON",2021-04-24,-1.56,"md",1.126673354,"SEKI","old","ABICON_SEKI"
"459","ABICON",2021-04-24,-1.095,"pd",1.129226181,"SEKI","old","ABICON_SEKI"
"460","ABICON",2021-04-24,-1.48,"md",1.129226181,"SEKI","old","ABICON_SEKI"
"461","ABICON",2020-08-04,-0.58,"pd",1.362643268,"SEKI","old","ABICON_SEKI"
"462","ABICON",2020-08-04,-1.7,"md",1.362643268,"SEKI","old","ABICON_SEKI"
"463","ABICON",2020-08-26,-1.1435,"pd",1.462693365,"SEKI","old","ABICON_SEKI"
"464","ABICON",2020-08-26,-1.9385,"md",1.462693365,"SEKI","old","ABICON_SEKI"
"465","ABICON",2020-10-19,-1.8885,"pd",1.34831468,"SEKI","old","ABICON_SEKI"
"466","ABICON",2020-10-19,-2.285,"md",1.34831468,"SEKI","old","ABICON_SEKI"
"467","ABICON",2020-10-19,-1.8885,"pd",1.34831468,"SEKI","old","ABICON_SEKI"
"468","ABICON",2020-10-19,-2.285,"md",1.34831468,"SEKI","old","ABICON_SEKI"
"469","ABICON",2020-10-19,-1.8885,"pd",1.497689864,"SEKI","old","ABICON_SEKI"
"470","ABICON",2020-10-19,-2.285,"md",1.497689864,"SEKI","old","ABICON_SEKI"
"471","ABICON",2020-10-19,-1.8885,"pd",1.497689864,"SEKI","old","ABICON_SEKI"
"472","ABICON",2020-10-19,-2.285,"md",1.497689864,"SEKI","old","ABICON_SEKI"
"473","ABICON",2021-05-15,-0.595,"pd",1.096013333,"SEKI","old","ABICON_SEKI"
"474","ABICON",2021-05-15,-1.56,"md",1.096013333,"SEKI","old","ABICON_SEKI"
"475","ABICON",2021-06-16,-0.86,"pd",1.135494922,"SEKI","old","ABICON_SEKI"
"476","ABICON",2021-06-16,-2.17,"md",1.135494922,"SEKI","old","ABICON_SEKI"
"477","ABICON",2021-07-08,-0.835,"pd",1.34586799,"SEKI","old","ABICON_SEKI"
"478","ABICON",2021-07-08,-1.725,"md",1.34586799,"SEKI","old","ABICON_SEKI"
"479","ABICON",2021-07-30,-0.9,"pd",1.401354188,"SEKI","old","ABICON_SEKI"
"480","ABICON",2021-07-30,-2.05,"md",1.401354188,"SEKI","old","ABICON_SEKI"
"481","ABICON",2021-08-19,-1.183333333,"pd",1.269074131,"SEKI","old","ABICON_SEKI"
"482","ABICON",2021-08-19,-1.89,"md",1.269074131,"SEKI","old","ABICON_SEKI"
"483","ABICON",2021-09-16,-1.55,"pd",1.254719451,"SEKI","old","ABICON_SEKI"
"484","ABICON",2021-09-16,-1.86,"md",1.254719451,"SEKI","old","ABICON_SEKI"
"485","ABICON",2021-10-16,-1.305,"pd",1.188754801,"SEKI","old","ABICON_SEKI"
"486","ABICON",2021-10-16,-1.885,"md",1.188754801,"SEKI","old","ABICON_SEKI"
"487","ABICON",2021-05-15,-0.64,"pd",1.112280881,"SEKI","old","ABICON_SEKI"
"488","ABICON",2021-05-15,-1.725,"md",1.112280881,"SEKI","old","ABICON_SEKI"
"489","ABICON",2021-06-16,-0.813333333,"pd",1.070244153,"SEKI","old","ABICON_SEKI"
"490","ABICON",2021-06-16,-1.96,"md",1.070244153,"SEKI","old","ABICON_SEKI"
"491","ABICON",2021-07-08,-1.033333333,"pd",1.170055022,"SEKI","old","ABICON_SEKI"
"492","ABICON",2021-07-08,-2.136666667,"md",1.170055022,"SEKI","old","ABICON_SEKI"
"493","ABICON",2021-08-19,-1.6,"pd",1.337093559,"SEKI","old","ABICON_SEKI"
"494","ABICON",2021-08-19,-2.045,"md",1.337093559,"SEKI","old","ABICON_SEKI"
"495","ABICON",2021-09-16,-1.645,"pd",1.253250867,"SEKI","old","ABICON_SEKI"
"496","ABICON",2021-09-16,-1.96,"md",1.253250867,"SEKI","old","ABICON_SEKI"
"497","ABICON",2021-10-16,-1.415,"pd",1.440331076,"SEKI","old","ABICON_SEKI"
"498","ABICON",2021-10-16,-1.97,"md",1.440331076,"SEKI","old","ABICON_SEKI"
"499","ABICON",2021-05-15,-0.43,"pd",1.005980322,"SEKI","old","ABICON_SEKI"
"500","ABICON",2021-05-15,-0.795,"md",1.005980322,"SEKI","old","ABICON_SEKI"
"501","ABICON",2021-06-16,-0.86,"pd",1.293575352,"SEKI","old","ABICON_SEKI"
"502","ABICON",2021-06-16,-1.87,"md",1.293575352,"SEKI","old","ABICON_SEKI"
"503","ABICON",2021-07-08,-0.955,"pd",1.308164042,"SEKI","old","ABICON_SEKI"
"504","ABICON",2021-07-08,-1.896666667,"md",1.308164042,"SEKI","old","ABICON_SEKI"
"505","ABICON",2021-07-30,-0.93,"pd",1.247024133,"SEKI","old","ABICON_SEKI"
"506","ABICON",2021-07-30,-2.046666667,"md",1.247024133,"SEKI","old","ABICON_SEKI"
"507","ABICON",2021-08-19,-1.235,"pd",1.223345627,"SEKI","old","ABICON_SEKI"
"508","ABICON",2021-08-19,-2.005,"md",1.223345627,"SEKI","old","ABICON_SEKI"
"509","ABICON",2021-09-16,-1.505,"pd",1.26167086,"SEKI","old","ABICON_SEKI"
"510","ABICON",2021-09-16,-2.235,"md",1.26167086,"SEKI","old","ABICON_SEKI"
"511","ABICON",2021-10-16,-1.365,"pd",1.251655003,"SEKI","old","ABICON_SEKI"
"512","ABICON",2021-10-16,-1.9,"md",1.251655003,"SEKI","old","ABICON_SEKI"
"513","ABICON",2021-05-15,-0.785,"pd",0.9264854465,"SEKI","old","ABICON_SEKI"
"514","ABICON",2021-05-15,-1.58,"md",0.9264854465,"SEKI","old","ABICON_SEKI"
