"","Species","date","wp","time","lfm","study","tissue_age","Sp.Site"
"1227","CEACOR",2021-05-15,-0.55,"pd",2.06372674,"SEKI","new","CEACOR_SEKI"
"1228","CEACOR",2021-05-15,-1.036666667,"md",2.06372674,"SEKI","new","CEACOR_SEKI"
"1229","CEACOR",2021-06-16,-0.986666667,"pd",1.774143081,"SEKI","new","CEACOR_SEKI"
"1230","CEACOR",2021-06-16,-1.94,"md",1.774143081,"SEKI","new","CEACOR_SEKI"
"1231","CEACOR",2021-05-15,-0.51,"pd",2.50879162,"SEKI","new","CEACOR_SEKI"
"1232","CEACOR",2021-05-15,-1.02,"md",2.50879162,"SEKI","new","CEACOR_SEKI"
"1233","CEACOR",2021-06-16,-0.925,"pd",2.070404016,"SEKI","new","CEACOR_SEKI"
"1234","CEACOR",2021-06-16,-1.72,"md",2.070404016,"SEKI","new","CEACOR_SEKI"
"1235","CEACOR",2021-05-15,-0.553333333,"pd",1.763513514,"SEKI","new","CEACOR_SEKI"
"1236","CEACOR",2021-05-15,-1.426666667,"md",1.763513514,"SEKI","new","CEACOR_SEKI"
"1237","CEACOR",2021-06-16,-0.77,"pd",1.202821429,"SEKI","new","CEACOR_SEKI"
"1238","CEACOR",2021-06-16,-1.775,"md",1.202821429,"SEKI","new","CEACOR_SEKI"
"1239","CEACOR",2020-08-04,-1.765,"pd",1.059111436,"SEKI","new","CEACOR_SEKI"
"1240","CEACOR",2020-08-04,-2.58,"md",1.059111436,"SEKI","new","CEACOR_SEKI"
"1241","CEACOR",2020-08-26,-2.496,"pd",0.9367190649,"SEKI","new","CEACOR_SEKI"
"1242","CEACOR",2020-08-26,-3.506,"md",0.9367190649,"SEKI","new","CEACOR_SEKI"
"1243","CEACOR",2020-10-19,-3.147,"pd",0.7994967762,"SEKI","new","CEACOR_SEKI"
"1244","CEACOR",2020-10-19,-3.6495,"md",0.7994967762,"SEKI","new","CEACOR_SEKI"
"1245","CEACOR",2020-08-04,-1.1,"pd",1.137795276,"SEKI","new","CEACOR_SEKI"
"1246","CEACOR",2020-08-04,-1.9,"md",1.137795276,"SEKI","new","CEACOR_SEKI"
"1247","CEACOR",2020-08-26,-2.043,"pd",1.228392245,"SEKI","new","CEACOR_SEKI"
"1248","CEACOR",2020-08-26,-3.509,"md",1.228392245,"SEKI","new","CEACOR_SEKI"
"1249","CEACOR",2020-10-19,-3.225,"pd",0.7562751315,"SEKI","new","CEACOR_SEKI"
"1250","CEACOR",2020-10-19,-3.677,"md",0.7562751315,"SEKI","new","CEACOR_SEKI"
"1251","CEACOR",2020-08-04,-1,"pd",1.143551339,"SEKI","new","CEACOR_SEKI"
"1252","CEACOR",2020-08-04,-2.175,"md",1.143551339,"SEKI","new","CEACOR_SEKI"
"1253","CEACOR",2020-08-26,-1.8855,"pd",0.9994332672,"SEKI","new","CEACOR_SEKI"
"1254","CEACOR",2020-08-26,-2.6555,"md",0.9994332672,"SEKI","new","CEACOR_SEKI"
"1255","CEACOR",2020-10-19,-2.3775,"pd",1.902571819,"SEKI","new","CEACOR_SEKI"
"1256","CEACOR",2020-10-19,-3.655,"md",1.902571819,"SEKI","new","CEACOR_SEKI"
"1257","CEACOR",2020-08-04,-1.155,"pd",1.210245885,"SEKI","new","CEACOR_SEKI"
"1258","CEACOR",2020-08-04,-2.155,"md",1.210245885,"SEKI","new","CEACOR_SEKI"
"1259","CEACOR",2020-08-26,-1.8265,"pd",1.081851643,"SEKI","new","CEACOR_SEKI"
"1260","CEACOR",2020-08-26,-2.6615,"md",1.081851643,"SEKI","new","CEACOR_SEKI"
"1261","CEACOR",2020-10-19,-3.184,"pd",0.7745353339,"SEKI","new","CEACOR_SEKI"
"1262","CEACOR",2020-10-19,-3.937,"md",0.7745353339,"SEKI","new","CEACOR_SEKI"
"1263","CEACOR",2020-08-04,-0.625,"pd",1.195196992,"SEKI","new","CEACOR_SEKI"
"1264","CEACOR",2020-08-04,-2.085,"md",1.195196992,"SEKI","new","CEACOR_SEKI"
"1265","CEACOR",2020-08-26,-0.8,"pd",1.077511691,"SEKI","new","CEACOR_SEKI"
"1266","CEACOR",2020-08-26,-2.643,"md",1.077511691,"SEKI","new","CEACOR_SEKI"
"1267","CEACOR",2020-10-19,-3.228,"pd",0.8121936515,"SEKI","new","CEACOR_SEKI"
"1268","CEACOR",2020-10-19,-4.0845,"md",0.8121936515,"SEKI","new","CEACOR_SEKI"
"1269","CEACOR",2020-08-04,-0.53,"pd",1.658910874,"SEKI","new","CEACOR_SEKI"
"1270","CEACOR",2020-08-04,-1.455,"md",1.658910874,"SEKI","new","CEACOR_SEKI"
"1271","CEACOR",2020-10-19,-2.275,"pd",0.8425807345,"SEKI","new","CEACOR_SEKI"
"1272","CEACOR",2020-10-19,-3.3145,"md",0.8425807345,"SEKI","new","CEACOR_SEKI"
"1273","CEACOR",2020-08-04,-0.635,"pd",2.03350631,"SEKI","new","CEACOR_SEKI"
"1274","CEACOR",2020-08-04,-1.534,"md",2.03350631,"SEKI","new","CEACOR_SEKI"
"1275","CEACOR",2020-08-26,-0.5605,"pd",2.960844687,"SEKI","new","CEACOR_SEKI"
"1276","CEACOR",2020-08-26,-1.8755,"md",2.960844687,"SEKI","new","CEACOR_SEKI"
"1277","CEACOR",2020-10-19,-3.5545,"pd",0.8052020317,"SEKI","new","CEACOR_SEKI"
"1278","CEACOR",2020-10-19,-4.08,"md",0.8052020317,"SEKI","new","CEACOR_SEKI"
"1279","CEACOR",2020-10-19,-2.818,"pd",0.8052020317,"SEKI","new","CEACOR_SEKI"
"1280","CEACOR",2020-10-19,-3.3295,"md",0.8052020317,"SEKI","new","CEACOR_SEKI"
"1281","CEACOR",2020-10-19,-3.5545,"pd",0.8827494766,"SEKI","new","CEACOR_SEKI"
"1282","CEACOR",2020-10-19,-4.08,"md",0.8827494766,"SEKI","new","CEACOR_SEKI"
"1283","CEACOR",2020-10-19,-2.818,"pd",0.8827494766,"SEKI","new","CEACOR_SEKI"
"1284","CEACOR",2020-10-19,-3.3295,"md",0.8827494766,"SEKI","new","CEACOR_SEKI"
"1285","CEACOR",2021-05-14,-0.635,"pd",2.106060606,"SEKI","new","CEACOR_SEKI"
"1286","CEACOR",2021-05-14,-2,"md",2.106060606,"SEKI","new","CEACOR_SEKI"
"1287","CEACOR",2021-06-15,-0.593333333,"pd",1.479619429,"SEKI","new","CEACOR_SEKI"
"1288","CEACOR",2021-06-15,-1.36,"md",1.479619429,"SEKI","new","CEACOR_SEKI"
"1289","CEACOR",2021-05-14,-0.663333333,"pd",2.188643533,"SEKI","new","CEACOR_SEKI"
"1290","CEACOR",2021-05-14,-1.375,"md",2.188643533,"SEKI","new","CEACOR_SEKI"
"1291","CEACOR",2021-06-15,-1.045,"md",1.981276387,"SEKI","new","CEACOR_SEKI"
"1292","CEACOR",2021-05-14,-0.656666667,"pd",0.5266666667,"SEKI","new","CEACOR_SEKI"
"1293","CEACOR",2021-05-14,-1.245,"md",0.5266666667,"SEKI","new","CEACOR_SEKI"
"1294","CEACOR",2021-06-15,-0.39,"pd",2.053347655,"SEKI","new","CEACOR_SEKI"
"1295","CEACOR",2021-06-15,-1.295,"md",2.053347655,"SEKI","new","CEACOR_SEKI"
"1296","CEACOR",2021-06-15,-0.42,"pd",1.923656927,"SEKI","new","CEACOR_SEKI"
"1297","CEACOR",2021-06-15,-1.285,"md",1.923656927,"SEKI","new","CEACOR_SEKI"
"1298","CEACOR",2021-05-14,-0.54,"pd",2.227983131,"SEKI","new","CEACOR_SEKI"
"1299","CEACOR",2021-05-14,-1.165,"md",2.227983131,"SEKI","new","CEACOR_SEKI"
"1300","CEACOR",2021-06-15,-0.576666667,"pd",2.337137187,"SEKI","new","CEACOR_SEKI"
"1301","CEACOR",2021-06-15,-1.143333333,"md",2.337137187,"SEKI","new","CEACOR_SEKI"
"1302","CEACOR",2020-08-04,-0.645,"pd",1.355944602,"SEKI","new","CEACOR_SEKI"
"1303","CEACOR",2020-08-04,-1.62,"md",1.355944602,"SEKI","new","CEACOR_SEKI"
"1304","CEACOR",2020-08-26,-0.6885,"pd",1.165427951,"SEKI","new","CEACOR_SEKI"
"1305","CEACOR",2020-08-26,-2.3345,"md",1.165427951,"SEKI","new","CEACOR_SEKI"
"1306","CEACOR",2020-08-04,-1.18,"pd",1.20999189,"SEKI","new","CEACOR_SEKI"
"1307","CEACOR",2020-08-04,-2.22,"md",1.20999189,"SEKI","new","CEACOR_SEKI"
"1308","CEACOR",2020-08-26,-1.395,"pd",1.118356263,"SEKI","new","CEACOR_SEKI"
"1309","CEACOR",2020-08-26,-2.581,"md",1.118356263,"SEKI","new","CEACOR_SEKI"
"1310","CEACOR",2020-10-19,-3.6885,"pd",0.8101107557,"SEKI","new","CEACOR_SEKI"
"1311","CEACOR",2020-10-19,-3.6485,"md",0.8101107557,"SEKI","new","CEACOR_SEKI"
"1312","CEACOR",2020-08-04,-0.45,"pd",1.616008672,"SEKI","new","CEACOR_SEKI"
"1313","CEACOR",2020-08-04,-1.885,"md",1.616008672,"SEKI","new","CEACOR_SEKI"
"1314","CEACOR",2020-08-26,-0.893,"pd",1.281208367,"SEKI","new","CEACOR_SEKI"
"1315","CEACOR",2020-08-26,-2.038,"md",1.281208367,"SEKI","new","CEACOR_SEKI"
"1316","CEACOR",2020-10-19,-3.1415,"pd",0.8395852825,"SEKI","new","CEACOR_SEKI"
"1317","CEACOR",2020-10-19,-3.527,"md",0.8395852825,"SEKI","new","CEACOR_SEKI"
"1318","CEACOR",2021-04-24,-0.435,"pd",1.295567545,"SEKI","old","CEACOR_SEKI"
"1319","CEACOR",2021-04-24,-0.835,"md",1.295567545,"SEKI","old","CEACOR_SEKI"
"1320","CEACOR",2021-04-24,-0.405,"pd",1.232034472,"SEKI","old","CEACOR_SEKI"
"1321","CEACOR",2021-04-24,-0.985,"md",1.232034472,"SEKI","old","CEACOR_SEKI"
"1322","CEACOR",2021-04-24,-0.675,"pd",1.094910508,"SEKI","old","CEACOR_SEKI"
"1323","CEACOR",2021-04-24,-1.35,"md",1.094910508,"SEKI","old","CEACOR_SEKI"
"1324","CEACOR",2021-04-24,-0.575,"pd",1.181413434,"SEKI","old","CEACOR_SEKI"
"1325","CEACOR",2021-04-24,-0.77,"md",1.181413434,"SEKI","old","CEACOR_SEKI"
"1326","CEACOR",2021-04-24,-0.59,"pd",1.262455748,"SEKI","old","CEACOR_SEKI"
"1327","CEACOR",2021-04-24,-0.72,"md",1.262455748,"SEKI","old","CEACOR_SEKI"
"1328","CEACOR",2021-04-24,-0.82,"pd",2.317437232,"SEKI","old","CEACOR_SEKI"
"1329","CEACOR",2021-04-24,-1.2,"md",2.317437232,"SEKI","old","CEACOR_SEKI"
"1330","CEACOR",2021-04-24,-1.22,"pd",1.164557223,"SEKI","old","CEACOR_SEKI"
"1331","CEACOR",2021-04-24,-1.42,"md",1.164557223,"SEKI","old","CEACOR_SEKI"
"1332","CEACOR",2021-04-24,-1.17,"pd",1.112426499,"SEKI","old","CEACOR_SEKI"
"1333","CEACOR",2021-04-24,-1.33,"md",1.112426499,"SEKI","old","CEACOR_SEKI"
"1334","CEACOR",2021-04-24,-0.945,"pd",1.070045262,"SEKI","old","CEACOR_SEKI"
"1335","CEACOR",2021-04-24,-1.04,"md",1.070045262,"SEKI","old","CEACOR_SEKI"
"1336","CEACOR",2021-04-24,-0.55,"pd",1.20520519,"SEKI","old","CEACOR_SEKI"
"1337","CEACOR",2021-04-24,-0.755,"md",1.20520519,"SEKI","old","CEACOR_SEKI"
"1338","CEACOR",2021-04-24,-0.99,"pd",1.13311826,"SEKI","old","CEACOR_SEKI"
"1339","CEACOR",2021-04-24,-1.365,"md",1.13311826,"SEKI","old","CEACOR_SEKI"
"1340","CEACOR",2021-05-15,-0.49,"pd",1.228754009,"SEKI","old","CEACOR_SEKI"
"1341","CEACOR",2021-05-15,-1,"md",1.228754009,"SEKI","old","CEACOR_SEKI"
"1342","CEACOR",2021-06-16,-0.615,"pd",1.346851769,"SEKI","old","CEACOR_SEKI"
"1343","CEACOR",2021-06-16,-1.743333333,"md",1.346851769,"SEKI","old","CEACOR_SEKI"
"1344","CEACOR",2021-07-08,-1.97,"md",1.668542361,"SEKI","old","CEACOR_SEKI"
"1345","CEACOR",2021-07-30,-0.99,"pd",1.144773093,"SEKI","old","CEACOR_SEKI"
"1346","CEACOR",2021-07-30,-2.31,"md",1.144773093,"SEKI","old","CEACOR_SEKI"
"1347","CEACOR",2021-08-19,-1.785,"pd",0.9606153846,"SEKI","old","CEACOR_SEKI"
"1348","CEACOR",2021-08-19,-2.855,"md",0.9606153846,"SEKI","old","CEACOR_SEKI"
"1349","CEACOR",2021-09-16,-2.775,"pd",0.9521001013,"SEKI","old","CEACOR_SEKI"
"1350","CEACOR",2021-09-16,-3.415,"md",0.9521001013,"SEKI","old","CEACOR_SEKI"
"1351","CEACOR",2021-10-16,-1.65,"pd",1.097897441,"SEKI","old","CEACOR_SEKI"
"1352","CEACOR",2021-10-16,-2.455,"md",1.097897441,"SEKI","old","CEACOR_SEKI"
"1353","CEACOR",2021-05-15,-0.62,"pd",1.2728302,"SEKI","old","CEACOR_SEKI"
"1354","CEACOR",2021-05-15,-1.09,"md",1.2728302,"SEKI","old","CEACOR_SEKI"
"1355","CEACOR",2021-06-16,-0.755,"pd",1.182013665,"SEKI","old","CEACOR_SEKI"
"1356","CEACOR",2021-06-16,-1.525,"md",1.182013665,"SEKI","old","CEACOR_SEKI"
"1357","CEACOR",2021-07-08,-1.42,"pd",1.349208993,"SEKI","old","CEACOR_SEKI"
"1358","CEACOR",2021-07-08,-2.54,"md",1.349208993,"SEKI","old","CEACOR_SEKI"
"1359","CEACOR",2021-08-19,-2.58,"pd",0.8125323357,"SEKI","old","CEACOR_SEKI"
"1360","CEACOR",2021-08-19,-3.82,"md",0.8125323357,"SEKI","old","CEACOR_SEKI"
"1361","CEACOR",2021-09-16,-3.195,"pd",0.7334259179,"SEKI","old","CEACOR_SEKI"
"1362","CEACOR",2021-09-16,-4.025,"md",0.7334259179,"SEKI","old","CEACOR_SEKI"
"1363","CEACOR",2021-10-16,-2.005,"pd",0.9106434889,"SEKI","old","CEACOR_SEKI"
"1364","CEACOR",2021-10-16,-2.935,"md",0.9106434889,"SEKI","old","CEACOR_SEKI"
"1365","CEACOR",2021-05-15,-0.64,"pd",1.096531351,"SEKI","old","CEACOR_SEKI"
"1366","CEACOR",2021-05-15,-1.72,"md",1.096531351,"SEKI","old","CEACOR_SEKI"
"1367","CEACOR",2021-06-16,-0.85,"pd",1.152661217,"SEKI","old","CEACOR_SEKI"
"1368","CEACOR",2021-06-16,-1.66,"md",1.152661217,"SEKI","old","CEACOR_SEKI"
"1369","CEACOR",2021-07-08,-1.143333333,"pd",1.421328754,"SEKI","old","CEACOR_SEKI"
"1370","CEACOR",2021-07-08,-2.125,"md",1.421328754,"SEKI","old","CEACOR_SEKI"
"1371","CEACOR",2021-07-30,-1.765,"pd",0.8452748273,"SEKI","old","CEACOR_SEKI"
"1372","CEACOR",2021-07-30,-2.696666667,"md",0.8452748273,"SEKI","old","CEACOR_SEKI"
"1373","CEACOR",2021-08-19,-2.125,"pd",0.8650145153,"SEKI","old","CEACOR_SEKI"
"1374","CEACOR",2021-08-19,-3.06,"md",0.8650145153,"SEKI","old","CEACOR_SEKI"
"1375","CEACOR",2021-09-16,-2.625,"pd",0.724836272,"SEKI","old","CEACOR_SEKI"
"1376","CEACOR",2021-09-16,-3.263333333,"md",0.724836272,"SEKI","old","CEACOR_SEKI"
"1377","CEACOR",2021-10-16,-1.285,"pd",1.301227831,"SEKI","old","CEACOR_SEKI"
"1378","CEACOR",2021-10-16,-2.106666667,"md",1.301227831,"SEKI","old","CEACOR_SEKI"
"1379","CEACOR",2021-05-15,-0.55,"pd",1.611894246,"SEKI","old","CEACOR_SEKI"
"1380","CEACOR",2021-05-15,-1.036666667,"md",1.611894246,"SEKI","old","CEACOR_SEKI"
"1381","CEACOR",2021-06-16,-0.986666667,"pd",1.219667606,"SEKI","old","CEACOR_SEKI"
"1382","CEACOR",2021-06-16,-1.94,"md",1.219667606,"SEKI","old","CEACOR_SEKI"
"1383","CEACOR",2021-07-08,-0.84,"pd",1.302858624,"SEKI","old","CEACOR_SEKI"
"1384","CEACOR",2021-07-08,-1.86,"md",1.302858624,"SEKI","old","CEACOR_SEKI"
"1385","CEACOR",2021-07-30,-1.01,"pd",1.050086181,"SEKI","old","CEACOR_SEKI"
"1386","CEACOR",2021-07-30,-2.33,"md",1.050086181,"SEKI","old","CEACOR_SEKI"
"1387","CEACOR",2021-08-19,-1.14,"pd",0.941229156,"SEKI","old","CEACOR_SEKI"
"1388","CEACOR",2021-08-19,-2.446666667,"md",0.941229156,"SEKI","old","CEACOR_SEKI"
"1389","CEACOR",2021-09-16,-1.095,"pd",0.8870067813,"SEKI","old","CEACOR_SEKI"
"1390","CEACOR",2021-09-16,-2.53,"md",0.8870067813,"SEKI","old","CEACOR_SEKI"
"1391","CEACOR",2021-10-16,-1.135,"pd",0.9836296545,"SEKI","old","CEACOR_SEKI"
"1392","CEACOR",2021-10-16,-2.145,"md",0.9836296545,"SEKI","old","CEACOR_SEKI"
"1393","CEACOR",2021-05-15,-0.51,"pd",1.254852052,"SEKI","old","CEACOR_SEKI"
"1394","CEACOR",2021-05-15,-1.02,"md",1.254852052,"SEKI","old","CEACOR_SEKI"
"1395","CEACOR",2021-06-16,-0.925,"pd",1.470558298,"SEKI","old","CEACOR_SEKI"
"1396","CEACOR",2021-06-16,-1.72,"md",1.470558298,"SEKI","old","CEACOR_SEKI"
"1397","CEACOR",2021-07-08,-1.095,"pd",1.423845475,"SEKI","old","CEACOR_SEKI"
"1398","CEACOR",2021-07-08,-2.363333333,"md",1.423845475,"SEKI","old","CEACOR_SEKI"
"1399","CEACOR",2021-07-30,-2.41,"pd",0.9453154499,"SEKI","old","CEACOR_SEKI"
"1400","CEACOR",2021-07-30,-2.913333333,"md",0.9453154499,"SEKI","old","CEACOR_SEKI"
"1401","CEACOR",2021-08-19,-2.995,"pd",0.8880448028,"SEKI","old","CEACOR_SEKI"
"1402","CEACOR",2021-08-19,-3.24,"md",0.8880448028,"SEKI","old","CEACOR_SEKI"
"1403","CEACOR",2021-09-16,-3.265,"pd",0.8354507727,"SEKI","old","CEACOR_SEKI"
"1404","CEACOR",2021-09-16,-3.413333333,"md",0.8354507727,"SEKI","old","CEACOR_SEKI"
"1405","CEACOR",2021-05-15,-0.553333333,"pd",1.188251096,"SEKI","old","CEACOR_SEKI"
"1406","CEACOR",2021-05-15,-1.426666667,"md",1.188251096,"SEKI","old","CEACOR_SEKI"
"1407","CEACOR",2021-06-16,-0.77,"pd",1.58660882,"SEKI","old","CEACOR_SEKI"
"1408","CEACOR",2021-06-16,-1.775,"md",1.58660882,"SEKI","old","CEACOR_SEKI"
"1409","CEACOR",2021-07-08,-0.94,"pd",1.296445547,"SEKI","old","CEACOR_SEKI"
"1410","CEACOR",2021-07-08,-2.03,"md",1.296445547,"SEKI","old","CEACOR_SEKI"
"1411","CEACOR",2021-07-30,-1.58,"pd",1.056491053,"SEKI","old","CEACOR_SEKI"
"1412","CEACOR",2021-07-30,-2.755,"md",1.056491053,"SEKI","old","CEACOR_SEKI"
"1413","CEACOR",2021-08-19,-1.916666667,"pd",0.8799736363,"SEKI","old","CEACOR_SEKI"
"1414","CEACOR",2021-08-19,-2.786666667,"md",0.8799736363,"SEKI","old","CEACOR_SEKI"
"1415","CEACOR",2021-09-16,-2.66,"pd",0.8604466708,"SEKI","old","CEACOR_SEKI"
"1416","CEACOR",2021-09-16,-3.605,"md",0.8604466708,"SEKI","old","CEACOR_SEKI"
"1417","CEACOR",2021-10-16,-1.54,"pd",1.017255015,"SEKI","old","CEACOR_SEKI"
"1418","CEACOR",2021-10-16,-2.59,"md",1.017255015,"SEKI","old","CEACOR_SEKI"
"1419","CEACOR",2021-05-14,-0.635,"pd",1.243817606,"SEKI","old","CEACOR_SEKI"
"1420","CEACOR",2021-05-14,-2,"md",1.243817606,"SEKI","old","CEACOR_SEKI"
"1421","CEACOR",2021-06-15,-0.593333333,"pd",1.301788235,"SEKI","old","CEACOR_SEKI"
"1422","CEACOR",2021-06-15,-1.36,"md",1.301788235,"SEKI","old","CEACOR_SEKI"
"1423","CEACOR",2021-07-09,-0.595,"pd",1.721364938,"SEKI","old","CEACOR_SEKI"
"1424","CEACOR",2021-07-09,-1.705,"md",1.721364938,"SEKI","old","CEACOR_SEKI"
"1425","CEACOR",2021-07-31,-1.265,"pd",1.086582768,"SEKI","old","CEACOR_SEKI"
"1426","CEACOR",2021-07-31,-2.235,"md",1.086582768,"SEKI","old","CEACOR_SEKI"
"1427","CEACOR",2021-08-20,-1.58,"pd",0.99671845,"SEKI","old","CEACOR_SEKI"
"1428","CEACOR",2021-08-20,-3.125,"md",0.99671845,"SEKI","old","CEACOR_SEKI"
"1429","CEACOR",2021-09-17,-2.525,"pd",0.7314999525,"SEKI","old","CEACOR_SEKI"
"1430","CEACOR",2021-09-17,-3.183333333,"md",0.7314999525,"SEKI","old","CEACOR_SEKI"
"1431","CEACOR",2021-10-17,-2.44,"pd",0.9079119918,"SEKI","old","CEACOR_SEKI"
"1432","CEACOR",2021-10-17,-2.835,"md",0.9079119918,"SEKI","old","CEACOR_SEKI"
"1433","CEACOR",2021-05-14,-0.663333333,"pd",1.462079836,"SEKI","old","CEACOR_SEKI"
"1434","CEACOR",2021-05-14,-1.375,"md",1.462079836,"SEKI","old","CEACOR_SEKI"
"1435","CEACOR",2021-06-15,-1.045,"md",1.168895629,"SEKI","old","CEACOR_SEKI"
"1436","CEACOR",2021-07-09,-0.54,"pd",1.760875143,"SEKI","old","CEACOR_SEKI"
"1437","CEACOR",2021-07-09,-1.79,"md",1.760875143,"SEKI","old","CEACOR_SEKI"
"1438","CEACOR",2021-07-31,-0.56,"pd",1.189376234,"SEKI","old","CEACOR_SEKI"
"1439","CEACOR",2021-07-31,-1.906666667,"md",1.189376234,"SEKI","old","CEACOR_SEKI"
"1440","CEACOR",2021-08-20,-1.085,"pd",1.04150713,"SEKI","old","CEACOR_SEKI"
"1441","CEACOR",2021-08-20,-2.895,"md",1.04150713,"SEKI","old","CEACOR_SEKI"
"1442","CEACOR",2021-09-17,-1.223333333,"pd",0.9979593152,"SEKI","old","CEACOR_SEKI"
"1443","CEACOR",2021-09-17,-2.743333333,"md",0.9979593152,"SEKI","old","CEACOR_SEKI"
"1444","CEACOR",2021-10-17,-1.866666667,"pd",0.9844357977,"SEKI","old","CEACOR_SEKI"
"1445","CEACOR",2021-10-17,-2.575,"md",0.9844357977,"SEKI","old","CEACOR_SEKI"
"1446","CEACOR",2021-05-14,-0.656666667,"pd",1.091325093,"SEKI","old","CEACOR_SEKI"
"1447","CEACOR",2021-05-14,-1.245,"md",1.091325093,"SEKI","old","CEACOR_SEKI"
"1448","CEACOR",2021-06-15,-0.39,"pd",1.216524803,"SEKI","old","CEACOR_SEKI"
"1449","CEACOR",2021-06-15,-1.295,"md",1.216524803,"SEKI","old","CEACOR_SEKI"
"1450","CEACOR",2021-07-09,-0.58,"pd",1.775106274,"SEKI","old","CEACOR_SEKI"
"1451","CEACOR",2021-07-09,-1.67,"md",1.775106274,"SEKI","old","CEACOR_SEKI"
"1452","CEACOR",2021-07-31,-0.866666667,"pd",1.240539772,"SEKI","old","CEACOR_SEKI"
"1453","CEACOR",2021-07-31,-1.93,"md",1.240539772,"SEKI","old","CEACOR_SEKI"
"1454","CEACOR",2021-08-20,-1.62,"pd",0.9765322397,"SEKI","old","CEACOR_SEKI"
"1455","CEACOR",2021-08-20,-2.68,"md",0.9765322397,"SEKI","old","CEACOR_SEKI"
"1456","CEACOR",2021-09-17,-1.75,"pd",1.021774339,"SEKI","old","CEACOR_SEKI"
"1457","CEACOR",2021-09-17,-2.906666667,"md",1.021774339,"SEKI","old","CEACOR_SEKI"
"1458","CEACOR",2021-10-17,-1.33,"pd",1.020704543,"SEKI","old","CEACOR_SEKI"
"1459","CEACOR",2021-10-17,-2,"md",1.020704543,"SEKI","old","CEACOR_SEKI"
"1460","CEACOR",2021-05-14,-0.515,"pd",1.609414301,"SEKI","old","CEACOR_SEKI"
"1461","CEACOR",2021-05-14,-1.205,"md",1.609414301,"SEKI","old","CEACOR_SEKI"
"1462","CEACOR",2021-06-15,-0.42,"pd",1.552757299,"SEKI","old","CEACOR_SEKI"
"1463","CEACOR",2021-06-15,-1.285,"md",1.552757299,"SEKI","old","CEACOR_SEKI"
"1464","CEACOR",2021-07-09,-0.805,"pd",1.430413105,"SEKI","old","CEACOR_SEKI"
"1465","CEACOR",2021-07-09,-1.733333333,"md",1.430413105,"SEKI","old","CEACOR_SEKI"
"1466","CEACOR",2021-07-31,-1.13,"pd",1.181703813,"SEKI","old","CEACOR_SEKI"
"1467","CEACOR",2021-07-31,-2.21,"md",1.181703813,"SEKI","old","CEACOR_SEKI"
"1468","CEACOR",2021-08-20,-1.415,"pd",0.9268296068,"SEKI","old","CEACOR_SEKI"
"1469","CEACOR",2021-08-20,-2.26,"md",0.9268296068,"SEKI","old","CEACOR_SEKI"
"1470","CEACOR",2021-09-17,-1.71,"pd",0.9055366108,"SEKI","old","CEACOR_SEKI"
"1471","CEACOR",2021-09-17,-2.615,"md",0.9055366108,"SEKI","old","CEACOR_SEKI"
"1472","CEACOR",2021-10-17,-1.09,"pd",1.011989089,"SEKI","old","CEACOR_SEKI"
"1473","CEACOR",2021-10-17,-1.425,"md",1.011989089,"SEKI","old","CEACOR_SEKI"
"1474","CEACOR",2021-05-14,-0.54,"pd",1.278960527,"SEKI","old","CEACOR_SEKI"
"1475","CEACOR",2021-05-14,-1.165,"md",1.278960527,"SEKI","old","CEACOR_SEKI"
"1476","CEACOR",2021-06-15,-0.576666667,"pd",1.566139347,"SEKI","old","CEACOR_SEKI"
"1477","CEACOR",2021-06-15,-1.143333333,"md",1.566139347,"SEKI","old","CEACOR_SEKI"
"1478","CEACOR",2021-07-09,-0.535,"pd",1.817715446,"SEKI","old","CEACOR_SEKI"
"1479","CEACOR",2021-07-09,-1.81,"md",1.817715446,"SEKI","old","CEACOR_SEKI"
"1480","CEACOR",2021-08-20,-1.2,"pd",1.048625733,"SEKI","old","CEACOR_SEKI"
"1481","CEACOR",2021-08-20,-2.285,"md",1.048625733,"SEKI","old","CEACOR_SEKI"
"1482","CEACOR",2021-09-17,-1.133333333,"pd",0.8800060911,"SEKI","old","CEACOR_SEKI"
"1483","CEACOR",2021-09-17,-2.533333333,"md",0.8800060911,"SEKI","old","CEACOR_SEKI"
"1484","CEACOR",2021-10-17,-0.93,"pd",1.064289866,"SEKI","old","CEACOR_SEKI"
"1485","CEACOR",2021-10-17,-1.71,"md",1.064289866,"SEKI","old","CEACOR_SEKI"
"1486","PINJEF",2021-04-24,-0.71,"pd",1.293963316,"SEKI","new","PINJEF_SEKI"
"1487","PINJEF",2021-04-24,-0.88,"md",1.293963316,"SEKI","new","PINJEF_SEKI"
"1488","PINJEF",2021-04-24,-0.515,"pd",1.079474607,"SEKI","new","PINJEF_SEKI"
"1489","PINJEF",2021-04-24,-1.13,"md",1.079474607,"SEKI","new","PINJEF_SEKI"
"1490","PINJEF",2021-04-24,-0.825,"pd",1.031629367,"SEKI","new","PINJEF_SEKI"
"1491","PINJEF",2021-04-24,-1.13,"md",1.031629367,"SEKI","new","PINJEF_SEKI"
"1492","PINJEF",2021-04-24,-0.775,"pd",1.172271104,"SEKI","new","PINJEF_SEKI"
"1493","PINJEF",2021-04-24,-1.275,"md",1.172271104,"SEKI","new","PINJEF_SEKI"
"1494","PINJEF",2021-04-24,-0.6,"pd",1.089111581,"SEKI","new","PINJEF_SEKI"
