"","Site","Species","Sample.number","Sampling","Alternate.number","DBH","Height","Date","Predawn.mean","Midday.mean","Bulk.wet","Bulk.dry","Bulk.change","Leaf.wet","Leaf.dry","Leaf.change","Stem.wet","Stem.dry","Stem.change","Leaf.LFM","Stem.LFM","Bulk.LFM","WPdiff"
"130","BOH","PSEMEN",10979,"Jun22",NA,23.7,NA,20220616,-0.39,-1.83,38.85,17.9,20.95,NA,NA,NA,NA,NA,NA,NA,NA,1.17039106145251,-1.44
"131","BOH","QUEGAR",10980,"Jun22",NA,27,NA,20220616,-0.3,-2.63,19.91,9.63,10.28,NA,NA,NA,NA,NA,NA,NA,NA,1.067497403946,-2.33
"132","BOH","QUEGAR",10981,"Jun22",NA,66.5,NA,20220616,-0.28,-2.9,18.67,8.8,9.87,NA,NA,NA,NA,NA,NA,NA,NA,1.12159090909091,-2.62
"133","DCP","PSEMEN",10982,"Jun22",NA,45.2,NA,20220616,-0.36,-1.93,16.28,7.25,9.03,NA,NA,NA,NA,NA,NA,NA,NA,1.24551724137931,-1.57
"134","DCP","PSEMEN",10983,"Jun22",NA,35.3,NA,20220616,-0.33,-1.83,15.32,7.11,8.21,NA,NA,NA,NA,NA,NA,NA,NA,1.15471167369902,-1.5
"135","DCP","UMBCAL",10984,"Jun22",NA,84.3,NA,20220616,-0.27,-1,11.89,5.24,6.65,NA,NA,NA,NA,NA,NA,NA,NA,1.26908396946565,-0.73
"136","DCP","ARBMEN",10985,"Jun22",NA,17,NA,20220616,-0.2,-1.12,23.48,9.43,14.05,NA,NA,NA,NA,NA,NA,NA,NA,1.48992576882291,-0.92
"137","WTH","ARBMEN",10986,"Jun22",NA,30.1,NA,20220616,-0.58,-1.75,22.2,8.7,13.5,NA,NA,NA,NA,NA,NA,NA,NA,1.55172413793103,-1.17
"138","ST","QUEDUR",10987,"Jun22",NA,NA,NA,20220617,-0.27,-0.77,6.14,2.58,3.56,NA,NA,NA,NA,NA,NA,NA,NA,1.37984496124031,-0.5
"139","ST","QUEDUR",10988,"Jun22",NA,NA,NA,20220617,-0.41,-0.42,6.05,2.84,3.21,NA,NA,NA,NA,NA,NA,NA,NA,1.13028169014085,-0.01
"140","ST","HETARB",10989,"Jun22",NA,NA,NA,20220617,-0.22,-1.11,16.36,7.33,9.03,NA,NA,NA,NA,NA,NA,NA,NA,1.23192360163711,-0.89
"141","ST","QUEDUR",10990,"Jun22",NA,NA,NA,20220617,-0.32,-0.45,6.71,3.26,3.45,NA,NA,NA,NA,NA,NA,NA,NA,1.05828220858896,-0.13
"142","ST","QUEDUR",10991,"Jun22",NA,NA,NA,20220617,-0.37,-0.73,6.2,3.11,3.09,NA,NA,NA,NA,NA,NA,NA,NA,0.993569131832797,-0.36
"143","ST","HETARB",10992,"Jun22",NA,NA,NA,20220617,-0.62,-1.25,16.48,6.28,10.2,NA,NA,NA,NA,NA,NA,NA,NA,1.62420382165605,-0.63
"144","ST","ADEFAS",10993,"Jun22",NA,NA,NA,20220617,-0.57,-0.79,9.88,5.14,4.74,NA,NA,NA,NA,NA,NA,NA,NA,0.922178988326848,-0.22
"145","ST","QUEDUR",10995,"Jun22",NA,NA,NA,20220617,-0.28,-0.63,8.85,4.18,4.67,NA,NA,NA,NA,NA,NA,NA,NA,1.11722488038278,-0.35
"146","ST","ADEFAS",10996,"Jun22",NA,NA,NA,20220617,-0.7,-1.03,4.8,2.37,2.43,NA,NA,NA,NA,NA,NA,NA,NA,1.0253164556962,-0.33
"147","RPH","QUEGAR",7622,"Jun22",NA,NA,NA,20220616,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
